Field of Study,Field of Study 2,Correlation,fos_code,fos2_code,same_broad
"16.01 Linguistic, comparative and related language studies and services","23.01 English language and literature, general",0.8919430923063003,16,23,different
"16.01 Linguistic, comparative and related language studies and services",09.01 Communication and media studies,0.8830838474505768,16,09,different
"16.01 Linguistic, comparative and related language studies and services",23.14 English literature,0.8822881269412114,16,23,different
"16.01 Linguistic, comparative and related language studies and services","42.01 Psychology, general",0.8803917184382469,16,42,different
"16.01 Linguistic, comparative and related language studies and services","55.01 French language and literature, generalCAN",0.8745983332453636,16,55,different
"16.01 Linguistic, comparative and related language studies and services",45.10 Political science and government,0.868207109588227,16,45,different
"16.01 Linguistic, comparative and related language studies and services",45.11 Sociology,0.8645799593846172,16,45,different
"16.01 Linguistic, comparative and related language studies and services","13.13 Teacher education and professional development, specific subject areas",0.8630579408758042,16,13,different
"16.01 Linguistic, comparative and related language studies and services","24.01 Liberal arts and sciences, general studies and humanities",0.861718396519438,16,24,different
"16.01 Linguistic, comparative and related language studies and services","13.01 Education, general",0.858759100102263,16,13,different
"16.03 East Asian languages, literatures and linguistics",38.02 Religion/religious studies,0.6829287176816599,16,38,different
"16.03 East Asian languages, literatures and linguistics","55.01 French language and literature, generalCAN",0.680104711542675,16,55,different
"16.03 East Asian languages, literatures and linguistics",05.01 Area studies,0.6796252354346212,16,05,different
"16.03 East Asian languages, literatures and linguistics","19.01 Family and consumer sciences/human sciences, general",0.6715677023231318,16,19,different
"16.03 East Asian languages, literatures and linguistics",30.45 History and language/literature,0.6651659819465872,16,30,different
"16.03 East Asian languages, literatures and linguistics",23.14 English literature,0.6645565803172776,16,23,different
"16.03 East Asian languages, literatures and linguistics","16.01 Linguistic, comparative and related language studies and services",0.6627063981041791,16,16,same
"16.03 East Asian languages, literatures and linguistics","23.01 English language and literature, general",0.6547960368401946,16,23,different
"16.03 East Asian languages, literatures and linguistics",55.14 French literatureCAN,0.6513005988266951,16,55,different
"16.03 East Asian languages, literatures and linguistics","13.12 Teacher education and professional development, specific levels and methods",0.6492866800710171,16,13,different
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics","16.09 Romance languages, literatures and linguistics",0.5443837487135001,16,16,same
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics",25.01 Library science and administration,0.534736527095902,16,25,different
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics",55.14 French literatureCAN,0.5226708784436976,16,55,different
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics",45.03 Archaeology,0.517150706673349,16,45,different
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics","16.05 Germanic languages, literatures and linguistics",0.5170558437439561,16,16,same
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics","16.03 East Asian languages, literatures and linguistics",0.5113931533298645,16,16,same
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics",13.14 Teaching English or French as a second or foreign language,0.5108799847803265,16,13,different
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics",16.17 Second language learning,0.5053968786374999,16,16,same
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics",39.04 Religious education,0.5012055990744494,16,39,different
"16.04 Slavic, Baltic and Albanian languages, literatures and linguistics",13.04 Educational administration and supervision,0.5007437485935339,16,13,different
"16.05 Germanic languages, literatures and linguistics","09.99 Communication, journalism and related programs, other",0.651511035862571,16,09,different
"16.05 Germanic languages, literatures and linguistics",13.14 Teaching English or French as a second or foreign language,0.6409090096200251,16,13,different
"16.05 Germanic languages, literatures and linguistics",05.01 Area studies,0.614023317138948,16,05,different
"16.05 Germanic languages, literatures and linguistics",22.00 Non-professional legal studies,0.6071885803258696,16,22,different
"16.05 Germanic languages, literatures and linguistics",30.45 History and language/literature,0.6002632750823658,16,30,different
"16.05 Germanic languages, literatures and linguistics",30.20 International/globalization studies,0.5959453435551411,16,30,different
"16.05 Germanic languages, literatures and linguistics","55.01 French language and literature, generalCAN",0.592370194604881,16,55,different
"16.05 Germanic languages, literatures and linguistics",23.14 English literature,0.590353778881577,16,23,different
"16.05 Germanic languages, literatures and linguistics",27.03 Applied mathematics,0.5894579125454947,16,27,different
"16.05 Germanic languages, literatures and linguistics",45.09 International relations and national security studies,0.5892686945689576,16,45,different
16.06 Modern Greek language and literature,01.07 International agriculture,0.5762193175273765,16,01,different
16.06 Modern Greek language and literature,01.13 Agriculture/veterinary preparatory programs,0.4054440322783054,16,01,different
16.06 Modern Greek language and literature,60.01 Dental residency/fellowship programs,0.3604415377184682,16,60,different
16.06 Modern Greek language and literature,"16.08 Iranian languages, literatures and linguistics",0.3478047513738847,16,16,same
16.06 Modern Greek language and literature,30.47 Linguistics and anthropology,0.3307125489422897,16,30,different
16.06 Modern Greek language and literature,"55.99 French language and literature/letters, otherCAN",0.3123214781426294,16,55,different
16.06 Modern Greek language and literature,"16.11 Middle/Near Eastern and Semitic languages, literatures and linguistics",0.2930199339398017,16,16,same
16.06 Modern Greek language and literature,"50.99 Visual and performing arts, other",0.28004349516544336,16,50,different
16.06 Modern Greek language and literature,39.05 Religious music and worship,0.2543140191026275,16,39,different
16.06 Modern Greek language and literature,"27.99 Mathematics and statistics, other",0.2531132146157008,16,27,different
"16.07 South Asian languages, literatures and linguistics","13.99 Education, other",0.5876630627887535,16,13,different
"16.07 South Asian languages, literatures and linguistics",13.15 Teaching assistants/aides,0.5441436481303573,16,13,different
"16.07 South Asian languages, literatures and linguistics",16.17 Second language learning,0.5325331715672142,16,16,same
"16.07 South Asian languages, literatures and linguistics","16.03 East Asian languages, literatures and linguistics",0.5170490208208522,16,16,same
"16.07 South Asian languages, literatures and linguistics",51.34 Alternative and complementary medical support services,0.5163199722603927,16,51,different
"16.07 South Asian languages, literatures and linguistics","24.01 Liberal arts and sciences, general studies and humanities",0.5154230246517539,16,24,different
